DESCRIPTION,FAMILY_ID,Loblolly pine,Sugar pine,Norway spruce,Douglas-fir
OG0000989,868,0,2,1,10
OG0000990,869,8,3,4,1
OG0000991,870,1,2,4,1
OG0000992,871,1,2,4,8
OG0000993,872,1,1,3,9
OG0000994,873,7,2,2,2
OG0000995,874,1,2,2,2
OG0000996,875,2,1,8,2
OG0000997,876,3,4,7,2
OG0000998,877,4,3,3,1
OG0000999,878,5,4,2,2
OG0001001,879,3,3,3,3
OG0001002,880,3,1,4,1
OG0001005,881,4,5,1,2
OG0001007,882,3,2,3,7
OG0001008,883,4,2,3,7
OG0001009,884,3,1,6,3
OG0001010,885,3,3,2,1
OG0001011,886,1,3,7,4
OG0001012,887,9,0,5,2
OG0001013,888,0,12,1,2
OG0001014,889,5,1,5,1
OG0001015,890,1,1,2,3
OG0001016,891,1,4,4,1
OG0001017,892,2,6,7,1
OG0001018,893,1,1,8,2
OG0001019,894,2,2,1,3
OG0001020,895,4,4,6,1
OG0001021,896,4,1,1,1
OG0001022,897,3,3,4,2
OG0001024,898,5,4,1,4
OG0001025,899,2,2,4,3
OG0001026,900,2,5,1,1
OG0001027,901,2,3,5,2
OG0001029,902,2,3,5,3
OG0001030,903,2,2,2,3
OG0001031,904,5,5,4,2
OG0001032,905,5,8,1,2
OG0001034,906,4,1,1,1
OG0001035,907,5,3,2,3
OG0001036,908,6,3,2,5
OG0001037,909,10,2,2,2
OG0001039,910,1,1,9,5
OG0001041,911,4,1,1,2
OG0001042,912,0,2,5,6
OG0001043,913,3,4,3,4
OG0001044,914,4,2,4,3
OG0001045,915,2,10,2,2
OG0001046,916,5,2,4,1
OG0001047,917,2,9,3,2
OG0001048,918,1,0,7,1
OG0001049,919,8,2,1,1
OG0001050,920,2,6,6,2
OG0001051,921,1,11,1,1
OG0001052,922,5,3,2,1
OG0001053,923,2,4,1,6
OG0001054,924,1,1,2,6
OG0001055,925,6,6,1,3
OG0001056,926,3,2,1,3
OG0001057,927,2,1,3,3
OG0001058,928,3,5,2,5
OG0001059,929,8,3,3,1
OG0001060,930,1,4,1,6
OG0001061,931,3,4,4,3
OG0001062,932,2,2,3,4
OG0001063,933,3,4,4,2
OG0001064,934,3,3,7,3
OG0001065,935,5,3,4,2
OG0001066,936,3,2,1,8
OG0001067,937,6,4,4,2
OG0001068,938,5,1,5,2
OG0001069,939,2,3,2,8
OG0001070,940,6,5,2,3
OG0001071,941,1,1,1,11
OG0001072,942,5,4,4,2
OG0001073,943,5,4,2,3
OG0001074,944,5,1,4,2
OG0001077,945,2,4,4,6
OG0001078,946,2,6,2,2
OG0001079,947,4,4,4,4
OG0001080,948,4,6,3,3
OG0001081,949,3,1,7,1
OG0001082,950,1,1,1,13
OG0001083,951,3,4,1,1
OG0001084,952,3,1,4,4
OG0001085,953,6,4,4,2
OG0001086,954,4,7,3,2
OG0001087,955,4,5,1,2
OG0001088,956,5,3,2,4
OG0001089,957,3,7,1,5
OG0001090,958,6,5,2,3
OG0001091,959,5,6,1,4
OG0001092,960,8,4,1,3
OG0001093,961,3,4,4,3
OG0001094,962,5,5,1,1
OG0001095,963,4,4,2,4
OG0001096,964,1,3,1,5
OG0001097,965,5,6,3,2
OG0001098,966,3,0,4,3
OG0001099,967,1,2,1,1
OG0001100,968,5,3,3,5
OG0001101,969,1,1,1,12
OG0001102,970,3,4,3,3
OG0001104,971,3,5,2,6
OG0001105,972,5,5,1,1
OG0001107,973,1,9,0,1
OG0001108,974,2,5,0,6
OG0001109,975,1,8,0,3
OG0001112,976,8,5,0,3
OG0001113,977,2,8,0,1
OG0001115,978,0,1,0,14
OG0001116,979,4,8,0,2
OG0001118,981,6,3,3,1
OG0001119,982,3,2,2,3
OG0001120,983,4,2,2,3
OG0001121,984,1,2,4,1
OG0001123,985,2,2,3,3
OG0001125,986,7,1,1,6
OG0001126,987,2,5,1,1
OG0001127,988,2,3,4,1
OG0001128,989,10,0,3,2
OG0001129,990,9,0,5,1
OG0001131,991,2,2,4,5
OG0001132,992,8,1,3,3
OG0001133,993,5,1,6,3
OG0001135,994,1,5,5,2
OG0001136,995,3,6,3,3
OG0001137,996,7,3,2,3
OG0001138,997,2,1,1,4
OG0001139,998,2,0,2,1
OG0001140,999,3,5,3,1
OG0001141,1000,3,2,2,2
OG0001142,1001,8,0,3,1
OG0001143,1002,1,2,1,6
OG0001144,1003,1,1,4,2
OG0001145,1004,1,1,5,1
OG0001146,1005,3,4,6,1
OG0001148,1006,1,3,4,1
OG0001149,1007,1,2,3,5
OG0001150,1008,2,1,5,3
OG0001152,1009,10,2,2,1
OG0001153,1010,1,1,3,1
OG0001154,1011,6,4,2,2
OG0001155,1012,1,7,3,2
OG0001156,1013,2,1,3,1
OG0001157,1014,3,2,6,1
OG0001158,1015,1,2,2,5
OG0001160,1016,3,4,4,3
OG0001162,1017,6,2,5,1
OG0001165,1018,3,2,4,2
OG0001166,1019,1,1,2,5
OG0001168,1020,1,3,2,1
OG0001169,1021,3,0,1,10
OG0001170,1022,6,1,6,1
OG0001171,1023,3,2,2,2
OG0001172,1024,2,2,2,2
OG0001173,1025,6,3,2,1
OG0001174,1026,1,2,4,1
OG0001176,1027,5,3,1,1
OG0001177,1028,2,1,1,2
OG0001178,1029,2,4,3,2
OG0001179,1030,1,4,2,1
OG0001180,1031,0,1,1,6
OG0001181,1032,5,4,4,1
OG0001182,1033,3,7,2,3
OG0001183,1034,1,6,3,4
OG0001184,1035,4,7,3,1
OG0001185,1036,1,1,3,1
OG0001186,1037,10,1,1,3
OG0001187,1038,3,6,2,3
OG0001188,1039,5,4,4,1
OG0001189,1040,4,1,7,3
OG0001190,1041,2,0,3,2
OG0001191,1042,2,2,2,1
OG0001193,1043,4,5,3,3
OG0001194,1044,1,4,2,4
OG0001195,1045,1,8,1,1
OG0001196,1046,1,2,2,2
OG0001197,1047,6,3,5,1
OG0001198,1048,6,1,3,1
OG0001199,1049,4,4,1,3
OG0001200,1050,7,2,2,1
OG0001201,1051,3,4,2,2
OG0001202,1052,5,3,2,2
OG0001203,1053,6,1,5,1
OG0001204,1054,3,2,1,6
OG0001205,1055,3,5,3,4
OG0001206,1056,2,5,1,2
OG0001208,1057,4,5,2,4
OG0001209,1058,3,1,1,10
OG0001211,1059,2,5,4,2
OG0001213,1060,3,3,1,8
OG0001214,1061,0,11,1,3
OG0001215,1062,2,5,1,3
OG0001216,1063,3,5,3,4
OG0001217,1064,6,2,3,1
OG0001218,1065,3,2,3,3
OG0001219,1066,1,1,4,3
OG0001220,1067,3,3,1,5
OG0001221,1068,2,5,4,2
OG0001222,1069,1,2,2,9
OG0001223,1070,4,3,2,3
OG0001224,1071,3,6,3,2
OG0001225,1072,4,7,3,1
OG0001226,1073,1,12,1,1
OG0001227,1074,1,3,2,1
OG0001228,1075,3,2,1,2
OG0001229,1076,3,5,2,5
OG0001230,1077,2,4,1,6
OG0001231,1078,6,5,2,2
OG0001232,1079,2,2,4,1
OG0001233,1080,6,3,4,2
OG0001234,1081,4,2,1,1
OG0001235,1082,5,2,2,6
OG0001236,1083,5,4,3,3
OG0001237,1084,3,7,2,3
OG0001238,1085,6,2,2,5
OG0001239,1086,7,4,2,2
OG0001240,1087,4,6,1,4
OG0001241,1088,2,6,2,5
OG0001242,1089,3,5,4,3
OG0001243,1090,4,4,5,2
OG0001244,1091,1,1,2,4
OG0001245,1092,1,5,2,5
OG0001246,1093,6,5,2,1
OG0001247,1094,6,2,2,1
OG0001248,1095,1,4,1,4
OG0001249,1096,2,3,3,7
OG0001250,1097,2,2,3,3
OG0001251,1098,2,2,4,6
OG0001252,1099,4,6,1,4
OG0001254,1100,2,1,1,1
OG0001260,1101,0,1,0,13
OG0001261,1102,1,6,0,1
OG0001262,1103,0,4,0,3
OG0001264,1104,3,1,0,9
OG0001265,1105,2,1,0,8
OG0001266,1106,5,5,0,3
OG0001268,1107,1,1,4,3
OG0001269,1108,1,2,2,7
OG0001271,1109,6,3,3,1
OG0001273,1110,2,1,1,2
OG0001274,1111,2,2,1,2
OG0001275,1112,5,1,6,1
OG0001277,1113,2,3,4,3
OG0001278,1114,2,4,4,2
OG0001279,1115,3,4,5,2
OG0001280,1116,7,1,4,2
OG0001281,1117,8,1,1,1
OG0001282,1118,2,1,6,3
OG0001285,1119,4,5,3,1
OG0001286,1120,1,2,1,2
OG0001287,1121,1,3,4,2
OG0001288,1122,3,7,1,2
OG0001289,1123,2,1,4,5
OG0001290,1124,6,5,1,1
OG0001291,1125,3,0,7,1
OG0001292,1126,3,3,1,2
OG0001294,1127,1,1,3,9
OG0001295,1128,8,2,2,2
OG0001296,1129,5,2,1,4
OG0001297,1130,1,3,1,1
OG0001298,1131,0,9,1,3
OG0001299,1132,2,1,3,1
OG0001300,1133,0,5,1,1
OG0001302,1134,1,5,2,1
OG0001304,1135,1,1,1,6
OG0001305,1136,2,2,2,8
OG0001306,1137,1,2,4,5
OG0001308,1138,4,3,3,3
OG0001309,1139,4,2,2,1
OG0001310,1140,0,2,2,4
OG0001311,1141,4,2,3,4
OG0001312,1142,7,2,3,2
OG0001314,1143,7,1,4,1
OG0001315,1144,1,2,2,1
OG0001316,1145,1,2,1,4
OG0001317,1146,4,4,3,1
OG0001318,1147,4,0,5,5
OG0001320,1148,1,1,2,10
OG0001321,1149,2,2,3,4
OG0001322,1150,1,1,1,1
OG0001323,1151,3,1,5,1
OG0001324,1152,3,5,4,2
OG0001325,1153,2,6,3,2
OG0001326,1154,3,3,2,3
OG0001327,1155,1,2,3,6
OG0001328,1156,3,0,7,2
OG0001329,1157,4,5,1,1
OG0001330,1158,1,11,1,1
OG0001331,1159,6,1,1,1
OG0001332,1160,2,5,5,1
OG0001333,1161,0,4,2,2
OG0001334,1162,2,2,3,2
OG0001335,1163,5,3,2,4
OG0001336,1164,1,2,5,6
OG0001337,1165,7,2,2,1
OG0001338,1166,4,3,3,4
OG0001339,1167,3,8,1,2
OG0001340,1168,2,4,2,5
OG0001341,1169,4,4,3,3
OG0001342,1170,2,2,2,2
OG0001343,1171,4,7,1,2
OG0001344,1172,2,6,1,2
OG0001345,1173,2,5,3,3
OG0001346,1174,3,3,5,3
OG0001347,1175,1,4,3,2
OG0001348,1176,3,3,4,2
OG0001349,1177,2,7,2,2
OG0001350,1178,8,3,1,1
OG0001351,1179,3,3,3,1
OG0001352,1180,9,1,1,1
OG0001353,1181,1,1,2,5
OG0001354,1182,1,7,1,3
OG0001355,1183,0,0,4,8
OG0001356,1184,4,3,3,4
OG0001357,1185,1,3,1,1
OG0001358,1186,1,1,1,4
OG0001359,1187,0,3,1,9
OG0001360,1188,4,1,5,4
OG0001361,1189,3,2,1,5
OG0001362,1190,0,0,1,8
OG0001363,1191,2,6,1,2
OG0001364,1192,6,4,3,1
OG0001365,1193,3,4,2,2
OG0001366,1194,2,7,2,1
OG0001367,1195,2,3,2,1
OG0001369,1196,4,3,2,2
OG0001370,1197,1,3,6,1
OG0001371,1198,4,4,1,1
OG0001372,1199,2,3,2,2
OG0001373,1200,2,3,4,5
OG0001374,1201,1,5,2,4
OG0001375,1202,1,3,2,4
OG0001376,1203,5,4,2,1
OG0001377,1204,3,4,4,3
OG0001378,1205,5,3,4,2
OG0001379,1206,2,3,2,6
OG0001382,1207,6,5,2,1
OG0001383,1208,7,3,1,1
OG0001384,1209,1,7,5,1
OG0001385,1210,1,2,3,7
OG0001386,1211,3,7,3,1
OG0001387,1212,2,2,4,5
OG0001388,1213,2,5,5,1
OG0001389,1214,3,5,3,3
OG0001391,1215,2,1,2,1
OG0001392,1216,4,2,5,3
OG0001393,1217,2,3,5,4
OG0001394,1218,3,3,2,6
OG0001395,1219,4,2,2,4
OG0001396,1220,3,5,2,3
OG0001397,1221,5,1,1,2
OG0001398,1222,7,3,3,1
OG0001399,1223,4,2,5,3
OG0001400,1224,6,3,3,1
OG0001401,1225,2,4,3,1
OG0001402,1226,2,2,2,2
OG0001403,1227,5,4,3,2
OG0001404,1228,2,6,3,3
OG0001405,1229,6,2,3,3
OG0001407,1230,2,2,2,6
OG0001410,1231,5,2,4,3
OG0001411,1232,4,3,3,4
OG0001412,1233,6,1,3,1
OG0001413,1234,4,6,1,3
OG0001415,1235,1,6,3,3
OG0001416,1236,6,1,2,1
OG0001417,1237,6,1,3,3
OG0001418,1238,2,0,4,5
OG0001419,1239,5,0,8,1
OG0001420,1240,5,4,2,3
OG0001421,1241,2,3,4,4
OG0001422,1242,6,1,4,1
OG0001423,1243,4,2,1,3
OG0001424,1244,3,4,2,5
OG0001425,1245,4,4,3,2
OG0001426,1246,3,5,1,2
OG0001427,1247,2,4,2,5
OG0001428,1248,4,5,1,3
OG0001429,1249,5,1,2,5
OG0001431,1250,5,1,3,5
OG0001432,1251,5,3,2,2
OG0001433,1252,2,3,3,4
OG0001434,1253,4,5,2,3
OG0001435,1254,4,3,4,2
OG0001436,1255,3,6,2,3
OG0001437,1256,1,3,1,2
OG0001438,1257,6,3,4,1
OG0001439,1258,4,5,2,3
OG0001440,1259,1,2,1,9
OG0001441,1260,2,3,2,4
OG0001442,1261,6,4,2,2
OG0001443,1262,1,8,1,1
OG0001445,1263,1,4,1,1
OG0001446,1264,2,4,7,1
OG0001447,1265,4,4,1,5
OG0001448,1266,1,1,1,6
OG0001449,1267,1,1,1,3
OG0001450,1268,2,4,1,1
OG0001451,1269,5,6,1,2
OG0001452,1270,5,4,3,2
OG0001453,1271,3,1,1,8
OG0001454,1272,3,3,6,2
OG0001455,1273,2,1,3,5
OG0001456,1274,5,5,2,2
OG0001458,1275,4,3,1,1
OG0001460,1276,5,4,2,3
OG0001461,1277,1,2,1,2
OG0001462,1278,4,4,1,3
OG0001463,1279,1,5,0,1
OG0001464,1280,2,9,0,1
OG0001467,1281,1,7,0,1
OG0001470,1282,1,11,0,2
OG0001471,1283,3,5,0,6
OG0001473,1284,2,6,0,3
OG0001474,1285,1,8,0,3
OG0001475,1286,7,5,0,2
OG0001476,1287,1,3,0,8
OG0001477,1288,4,3,0,3
OG0001480,1291,5,2,1,2
OG0001481,1292,2,0,2,3
OG0001482,1293,2,6,2,1
OG0001483,1294,3,4,2,2
OG0001484,1295,2,4,2,1
OG0001486,1296,1,0,6,2
OG0001488,1297,6,3,1,1
OG0001489,1298,3,1,2,2
OG0001491,1299,10,1,1,1
OG0001492,1300,3,2,2,6
OG0001493,1301,4,1,4,1
OG0001496,1302,2,2,4,1
OG0001497,1303,1,3,2,2
OG0001498,1304,2,3,4,2
OG0001499,1305,2,1,3,1
OG0001501,1306,0,0,1,12
OG0001502,1307,0,10,1,2
OG0001503,1308,2,4,2,3
OG0001504,1309,4,2,1,1
OG0001505,1310,1,2,3,2
OG0001506,1311,8,1,3,1
OG0001510,1312,5,1,2,2
OG0001511,1313,2,3,3,2
OG0001512,1314,2,3,3,1
OG0001513,1315,2,1,1,8
OG0001515,1316,5,1,4,3
OG0001517,1317,1,1,7,1
OG0001518,1318,0,3,1,1
OG0001519,1319,4,2,1,2
OG0001520,1320,1,3,2,1
OG0001521,1321,1,1,2,8
OG0001522,1322,1,7,1,3
OG0001525,1323,0,6,5,2
OG0001526,1324,2,1,6,1
OG0001527,1325,5,0,4,1
OG0001528,1326,6,2,2,3
OG0001529,1327,1,5,1,4
OG0001530,1328,3,0,8,2
OG0001532,1329,1,3,1,1
OG0001533,1330,1,3,3,1
OG0001534,1331,0,0,4,1
OG0001535,1332,7,1,3,2
OG0001536,1333,2,3,1,3
OG0001537,1334,0,1,1,11
OG0001538,1335,0,2,2,3
OG0001539,1336,4,3,2,2
OG0001540,1337,2,2,2,3
OG0001541,1338,4,3,4,1
OG0001542,1339,4,2,4,1
OG0001543,1340,7,1,1,1
OG0001544,1341,0,9,1,1
OG0001545,1342,2,4,3,1
OG0001547,1343,1,1,1,6
OG0001548,1344,1,3,2,3
OG0001549,1345,1,1,3,2
OG0001551,1346,2,6,1,1
OG0001552,1347,2,3,2,2
OG0001553,1348,2,3,4,1
OG0001554,1349,2,6,2,3
OG0001555,1350,1,1,1,7
OG0001556,1351,3,2,2,2
OG0001557,1352,2,1,3,4
OG0001558,1353,4,1,3,5
OG0001559,1354,2,4,2,1
OG0001560,1355,3,2,2,2
OG0001561,1356,1,0,3,2
OG0001562,1357,1,2,5,1
OG0001563,1358,2,2,3,2
OG0001564,1359,0,2,3,3
OG0001565,1360,1,6,4,2
OG0001566,1361,6,1,4,2
OG0001567,1362,1,3,3,1
OG0001568,1363,4,2,2,2
OG0001569,1364,1,7,4,1
OG0001570,1365,1,1,2,5
OG0001571,1366,1,2,4,1
OG0001573,1367,5,5,2,1
OG0001574,1368,3,2,1,1
OG0001575,1369,2,6,3,2
OG0001576,1370,4,4,2,1
OG0001577,1371,3,3,5,2
OG0001578,1372,1,0,1,11
OG0001579,1373,10,0,1,1
OG0001580,1374,2,8,2,1
OG0001581,1375,2,3,1,5
OG0001582,1376,1,2,6,1
OG0001583,1377,3,3,3,4
OG0001584,1378,2,2,6,3
OG0001585,1379,1,3,3,2
OG0001586,1380,2,3,2,2
OG0001587,1381,1,1,2,1
OG0001588,1382,2,2,3,2
OG0001589,1383,2,3,1,1
OG0001590,1384,2,1,5,1
OG0001591,1385,1,7,3,1
OG0001594,1386,3,2,2,3
OG0001595,1387,1,5,2,1
OG0001596,1388,1,0,1,6
OG0001597,1389,2,5,5,1
OG0001598,1390,5,1,3,4
OG0001599,1391,1,0,1,1
OG0001600,1392,3,4,2,4
OG0001601,1393,4,1,2,1
OG0001602,1394,4,4,2,2
OG0001603,1395,2,0,8,2
OG0001605,1396,1,2,3,6
OG0001607,1397,4,1,3,1
OG0001608,1398,3,3,2,1
OG0001609,1399,2,1,1,3
OG0001610,1400,3,0,7,1
OG0001611,1401,4,3,4,2
OG0001612,1402,6,2,3,1
OG0001613,1403,4,2,2,5
OG0001615,1404,1,2,1,3
OG0001616,1405,6,2,1,2
OG0001618,1406,3,2,2,2
OG0001620,1407,3,3,2,5
OG0001621,1408,4,1,3,4
OG0001622,1409,4,2,1,3
OG0001624,1410,2,2,3,5
OG0001625,1411,1,2,2,1
OG0001626,1412,2,4,2,4
OG0001627,1413,2,3,2,1
OG0001628,1414,1,2,2,2
OG0001629,1415,2,4,6,1
OG0001630,1416,5,3,2,3
OG0001631,1417,1,2,2,1
OG0001632,1418,6,3,1,3
OG0001633,1419,4,5,2,2
OG0001634,1420,3,1,3,4
OG0001635,1421,0,0,1,7
OG0001637,1422,2,2,3,1
OG0001638,1423,7,1,2,2
OG0001639,1424,0,7,2,4
OG0001640,1425,1,7,1,4
OG0001641,1426,2,3,3,5
OG0001642,1427,3,2,5,1
OG0001643,1428,4,6,1,2
OG0001644,1429,1,3,2,5
OG0001645,1430,4,1,3,4
OG0001646,1431,2,3,5,2
OG0001647,1432,5,1,1,1
OG0001648,1433,4,3,3,3
OG0001649,1434,5,4,2,2
OG0001650,1435,3,1,4,1
OG0001651,1436,5,4,1,3
OG0001652,1437,2,1,2,7
OG0001653,1438,2,8,1,2
OG0001654,1439,3,2,5,3
OG0001655,1440,4,4,2,3
OG0001656,1441,6,2,3,1
OG0001657,1442,2,2,1,7
OG0001658,1443,5,4,3,1
OG0001659,1444,1,4,2,1
OG0001660,1445,1,1,1,9
OG0001661,1446,4,4,2,2
OG0001662,1447,4,2,2,2
OG0001663,1448,3,3,3,4
OG0001664,1449,2,3,3,5
OG0001665,1450,5,3,1,2
OG0001666,1451,1,3,2,4
OG0001667,1452,1,3,3,2
OG0001668,1453,2,0,3,3
OG0001669,1454,2,5,3,3
OG0001670,1455,2,3,1,4
OG0001671,1456,3,5,2,3
OG0001672,1457,2,6,2,2
OG0001673,1458,2,6,3,2
OG0001674,1459,3,7,1,1
OG0001675,1460,4,3,1,5
OG0001676,1461,2,3,1,4
OG0001677,1462,2,4,3,2
OG0001678,1463,2,4,2,5
OG0001679,1464,6,3,1,2
OG0001680,1465,2,8,1,1
OG0001681,1466,4,4,2,1
OG0001682,1467,2,6,1,4
OG0001683,1468,2,6,2,3
OG0001684,1469,1,4,5,3
OG0001685,1470,1,4,2,5
OG0001686,1471,1,3,2,2
OG0001688,1472,1,2,1,5
OG0001689,1473,1,2,1,2
OG0001690,1474,3,2,2,2
OG0001691,1475,5,3,3,1
OG0001692,1476,1,0,1,4
OG0001693,1477,2,2,4,1
OG0001694,1478,1,4,3,5
OG0001695,1479,8,0,4,1
OG0001696,1480,3,5,2,1
OG0001697,1481,3,2,4,2
OG0001698,1482,1,5,1,5
OG0001699,1483,4,4,3,2
OG0001700,1484,2,6,1,4
OG0001701,1485,6,3,1,3
OG0001702,1486,3,5,1,4
OG0001703,1487,6,1,1,1
OG0001704,1488,3,4,3,3
OG0001705,1489,1,1,3,1
OG0001706,1490,4,1,5,2
OG0001707,1491,1,1,1,8
OG0001708,1492,5,1,3,4
OG0001709,1493,5,2,2,1
OG0001710,1494,4,3,4,1
OG0001712,1495,2,3,2,4
OG0001713,1496,2,6,2,2
OG0001714,1497,5,4,3,1
OG0001715,1498,2,4,4,3
OG0001716,1499,3,3,2,5
OG0001717,1500,2,9,1,1
OG0001718,1501,2,5,2,2
OG0001719,1502,1,2,1,1
OG0001720,1503,3,2,0,2
OG0001721,1504,4,3,0,1
OG0001723,1505,8,1,0,1
OG0001724,1506,3,7,0,2
OG0001725,1507,3,9,0,1
OG0001728,1508,0,12,0,1
OG0001731,1509,0,6,0,2
OG0001732,1510,1,6,0,6
OG0001739,1513,1,2,3,1
OG0001740,1514,1,1,7,3
OG0001741,1515,2,1,4,1
OG0001742,1516,1,6,1,2
OG0001743,1517,0,0,11,1
OG0001744,1518,4,0,3,5
OG0001745,1519,1,4,3,2
OG0001746,1520,2,3,3,1
OG0001747,1521,2,2,4,2
OG0001748,1522,0,2,4,1
OG0001751,1523,1,1,2,2
OG0001752,1524,2,3,3,1
OG0001753,1525,3,2,3,3
OG0001754,1526,2,2,4,1
OG0001755,1527,1,6,1,2
OG0001758,1528,4,0,1,1
OG0001759,1529,2,1,5,2
OG0001761,1530,0,0,1,11
OG0001763,1531,3,2,4,1
OG0001764,1532,2,2,4,4
OG0001765,1533,7,1,1,1
OG0001766,1534,2,4,2,4
OG0001767,1535,1,2,1,1
OG0001768,1536,1,1,3,1
OG0001769,1537,6,2,1,3
OG0001770,1538,5,4,2,1
OG0001771,1539,7,2,1,2
OG0001772,1540,6,2,1,1
OG0001773,1541,2,3,1,2
OG0001774,1542,2,2,1,5
OG0001776,1543,1,1,5,3
OG0001777,1544,1,2,2,1
OG0001778,1545,1,4,3,2
OG0001779,1546,4,2,4,1
OG0001780,1547,1,1,2,2
OG0001781,1548,2,0,6,2
OG0001782,1549,1,2,2,3
OG0001783,1550,2,1,2,1
OG0001784,1551,6,1,1,1
OG0001785,1552,0,1,2,1
OG0001786,1553,1,5,1,1
OG0001787,1554,6,3,2,1
OG0001788,1555,2,5,3,2
OG0001789,1556,2,2,5,2
OG0001790,1557,2,2,4,1
OG0001791,1558,2,2,5,3
OG0001792,1559,2,2,1,2
OG0001794,1560,6,2,1,1
OG0001795,1561,4,0,4,2
OG0001796,1562,4,4,2,1
OG0001797,1563,3,3,3,3
OG0001798,1564,3,2,1,6
OG0001799,1565,6,1,3,1
OG0001800,1566,3,1,5,2
OG0001801,1567,0,0,2,10
OG0001802,1568,1,6,1,1
OG0001803,1569,1,5,1,3
OG0001804,1570,3,0,5,1
OG0001805,1571,1,1,4,1
OG0001806,1572,4,2,3,1
OG0001807,1573,1,9,1,1
OG0001808,1574,1,4,5,2
OG0001809,1575,1,2,1,7
OG0001810,1576,4,1,3,1
OG0001811,1577,1,2,4,4
OG0001813,1578,2,2,6,1
OG0001814,1579,1,3,2,1
OG0001816,1580,2,0,1,9
OG0001817,1581,2,3,2,3
OG0001818,1582,0,4,1,4
OG0001819,1583,0,0,2,7
OG0001820,1584,2,7,2,1
OG0001821,1585,1,2,1,4
OG0001822,1586,1,0,4,4
OG0001823,1587,1,2,1,1
OG0001824,1588,0,0,1,3
OG0001825,1589,1,3,3,3
OG0001826,1590,3,0,2,3
OG0001827,1591,2,8,1,1
OG0001828,1592,1,2,4,2
OG0001829,1593,1,2,2,3
OG0001830,1594,5,0,5,1
OG0001831,1595,2,4,2,1
OG0001832,1596,2,2,4,2
OG0001833,1597,3,2,3,2
OG0001835,1598,4,3,1,2
OG0001837,1599,2,3,2,3
OG0001838,1600,4,1,1,1
OG0001839,1601,1,3,1,2
OG0001840,1602,1,3,2,1
OG0001841,1603,1,1,1,2
OG0001842,1604,1,1,1,1
OG0001843,1605,1,2,1,2
OG0001844,1606,1,4,1,1
OG0001845,1607,3,2,1,2
OG0001846,1608,2,2,1,3
OG0001847,1609,1,1,2,1
OG0001848,1610,1,5,1,3
OG0001849,1611,2,2,2,6
OG0001850,1612,2,2,2,3
OG0001852,1613,1,3,4,1
OG0001853,1614,0,1,8,1
OG0001854,1615,4,5,2,1
OG0001856,1616,5,5,1,1
OG0001858,1617,4,2,2,3
OG0001860,1618,4,2,5,1
OG0001861,1619,5,0,2,1
OG0001864,1620,5,3,2,1
OG0001866,1621,1,1,1,1
OG0001867,1622,3,2,3,3
OG0001868,1623,1,3,4,1
OG0001870,1624,3,2,3,3
OG0001871,1625,5,3,3,1
OG0001872,1626,1,3,4,4
OG0001873,1627,3,2,3,1
OG0001874,1628,1,2,1,7
OG0001875,1629,2,3,5,2
OG0001877,1630,2,2,2,1
OG0001878,1631,8,1,2,1
OG0001880,1632,1,2,3,2
OG0001881,1633,3,4,3,2
OG0001882,1634,2,5,2,3
OG0001883,1635,4,4,3,1
OG0001884,1636,4,3,1,3
OG0001885,1637,1,2,4,3
OG0001886,1638,1,2,6,1
OG0001887,1639,2,5,2,1
OG0001888,1640,1,9,1,1
OG0001889,1641,4,3,4,1
OG0001890,1642,4,3,1,1
OG0001891,1643,1,0,3,1
OG0001892,1644,2,2,5,3
OG0001893,1645,3,5,3,1
OG0001894,1646,1,0,2,7
OG0001895,1647,8,1,1,1
OG0001896,1648,2,1,1,8
OG0001897,1649,4,2,1,5
OG0001899,1650,3,3,4,1
OG0001900,1651,4,0,5,2
OG0001902,1652,1,5,2,4
OG0001903,1653,1,5,3,2
OG0001904,1654,5,2,2,2
OG0001905,1655,3,2,4,2
OG0001906,1656,1,4,3,4
OG0001907,1657,2,3,3,4
OG0001908,1658,1,4,3,1
OG0001909,1659,2,2,3,3
OG0001910,1660,3,1,2,1
OG0001911,1661,3,4,1,4
OG0001912,1662,0,4,2,3
OG0001913,1663,2,4,3,1
OG0001914,1664,3,2,2,4
OG0001915,1665,5,2,2,3
OG0001917,1666,1,2,3,5
OG0001918,1667,5,1,1,1
OG0001919,1668,2,1,1,2
OG0001921,1669,3,3,3,1
OG0001922,1670,1,1,2,2
OG0001923,1671,3,3,4,2
OG0001924,1672,4,3,3,2
OG0001925,1673,2,1,2,3
OG0001926,1674,3,2,1,2
OG0001928,1675,3,5,2,2
OG0001929,1676,2,4,2,2
OG0001931,1677,3,1,3,5
OG0001932,1678,0,0,1,11
OG0001933,1679,2,6,2,2
OG0001934,1680,3,3,2,4
OG0001935,1681,2,3,3,4
OG0001936,1682,4,3,1,4
OG0001937,1683,2,5,3,2
OG0001938,1684,6,1,1,3
OG0001939,1685,3,2,2,2
OG0001940,1686,8,1,1,2
OG0001941,1687,5,2,2,3
OG0001942,1688,2,1,6,3
OG0001943,1689,3,4,2,3
OG0001944,1690,1,2,3,2
OG0001945,1691,1,1,3,7
OG0001946,1692,3,4,3,2
OG0001947,1693,3,3,3,3
OG0001949,1694,4,5,2,1
OG0001950,1695,2,2,3,3
OG0001951,1696,5,2,3,2
OG0001952,1697,3,1,1,1
OG0001953,1698,3,3,2,4
OG0001954,1699,1,1,1,9
OG0001955,1700,4,3,2,3
