DESCRIPTION,FAMILY_ID,Arabidopsis,Cacao,Peach,Castor bean,Cassava,Poplar,Rice,Brachypodium,Sorghum,Setaria,Banana,Loblolly pine,Sugar pine,Norway spruce,Douglas-fir,Moss
OG0003833,2773,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,3
OG0003834,2774,3,1,1,1,2,2,1,1,1,1,3,2,2,2,2,5
OG0003835,2775,2,1,1,1,1,2,2,2,2,1,2,6,2,1,3,2
OG0003836,2776,2,3,3,1,1,8,1,2,1,1,0,1,0,0,0,0
OG0003837,2777,2,1,2,1,2,2,2,2,2,1,2,3,2,2,2,4
OG0003838,2778,1,1,1,1,2,1,1,1,1,1,1,3,2,3,3,2
OG0003839,2779,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,1
OG0003840,2780,3,2,3,1,4,4,2,2,2,2,2,1,0,1,1,2
OG0003841,2781,2,2,1,2,3,3,3,2,3,3,3,2,2,1,0,0
OG0003842,2782,5,3,1,2,2,2,2,2,2,2,3,1,1,1,1,2
OG0003843,2783,3,2,2,3,6,4,0,0,0,0,7,2,2,1,0,0
OG0003844,2784,1,1,1,1,2,2,2,2,2,3,2,2,2,2,2,1
OG0003845,2785,2,1,1,1,1,2,2,2,1,2,2,3,2,3,1,4
OG0003846,2786,2,1,2,2,2,3,1,2,2,1,3,0,5,1,2,3
OG0003847,2787,2,3,2,2,2,3,0,2,1,1,2,2,1,1,1,4
OG0003848,2788,2,2,3,2,2,2,3,3,3,3,3,1,0,1,0,2
OG0003849,2789,2,2,1,2,2,2,3,3,2,2,2,1,0,1,1,2
OG0003850,2790,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1
OG0003851,2791,2,1,1,1,2,1,3,2,6,2,2,0,1,2,0,2
OG0003852,2792,1,4,1,1,2,2,1,1,1,1,2,1,5,2,0,1
OG0003853,2793,4,1,1,1,1,1,2,1,2,2,1,2,1,2,3,3
OG0003854,2794,1,1,1,1,1,1,0,1,2,2,1,4,3,2,2,1
OG0003855,2795,2,1,1,1,2,2,1,1,2,2,3,1,2,4,2,1
OG0003856,2796,2,2,3,2,2,3,2,1,2,2,3,1,1,1,1,1
OG0003857,2797,2,2,2,3,3,4,0,0,0,0,0,1,2,2,2,1
OG0003858,2798,2,1,3,1,2,2,0,2,1,1,2,2,2,3,2,3
OG0003859,2799,1,1,2,1,2,2,2,3,2,1,3,1,4,1,4,2
OG0003860,2800,2,1,1,1,2,2,1,1,1,1,6,0,0,4,1,3
OG0003861,2801,3,2,2,3,2,3,2,2,2,2,4,1,1,1,1,1
OG0003862,2802,2,2,2,2,2,2,2,2,2,2,1,2,2,3,1,0
OG0003863,2803,1,2,2,2,3,3,2,2,4,2,1,2,2,2,2,0
OG0003864,2804,1,1,1,1,2,2,1,1,1,1,2,1,6,3,3,2
OG0003865,2805,1,0,0,1,1,1,0,1,0,0,1,1,8,2,1,0
OG0003866,2806,2,3,1,2,2,3,1,1,1,1,1,2,2,4,4,1
OG0003867,2807,2,1,1,1,2,2,1,1,1,1,2,0,2,1,1,2
OG0003868,2808,1,2,2,2,3,2,1,1,1,1,1,1,1,1,2,4
OG0003869,2809,2,2,1,2,3,3,1,1,1,1,2,3,3,2,2,2
OG0003870,2810,1,2,3,2,3,4,0,0,0,0,0,1,1,1,2,0
OG0003871,2811,1,1,1,1,2,1,2,2,2,1,3,2,1,2,1,1
OG0003872,2812,1,2,2,2,2,4,2,2,2,2,2,3,1,2,1,0
OG0003873,2813,2,2,2,2,2,3,2,2,2,2,2,1,1,1,1,3
OG0003874,2814,1,1,1,1,3,2,3,3,4,4,3,1,1,1,2,1
OG0003875,2815,2,1,2,1,1,1,0,3,2,2,1,1,6,2,1,1
OG0003876,2816,1,2,2,2,3,3,1,1,1,1,2,2,1,4,2,0
OG0003877,2817,1,1,1,2,2,2,1,3,1,1,1,3,2,3,2,0
OG0003878,2818,3,2,3,2,2,1,2,2,2,2,3,2,1,1,1,2
OG0003879,2819,2,2,1,2,3,3,2,2,2,2,3,1,1,2,1,2
OG0003880,2820,1,1,1,1,1,1,1,1,1,1,1,6,2,2,3,1
OG0003881,2821,1,1,1,1,2,1,2,1,2,1,1,1,1,2,3,5
OG0003882,2822,2,1,1,1,2,2,2,3,3,2,1,1,3,1,1,1
OG0003883,2823,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2
OG0003884,2824,1,1,1,1,2,2,3,2,4,6,2,1,0,1,1,4
OG0003885,2825,3,1,3,1,1,2,1,1,1,1,1,2,2,2,5,1
OG0003886,2826,2,1,1,1,2,2,0,0,0,0,0,3,3,3,5,0
OG0003887,2827,2,2,1,1,2,2,1,1,1,2,2,3,2,1,1,2
OG0003888,2828,2,1,1,1,1,2,2,2,2,2,2,3,3,3,3,2
OG0003889,2829,2,1,1,1,2,1,2,4,3,2,1,2,1,2,2,2
OG0003890,2830,2,4,4,1,2,4,2,3,2,6,2,0,0,0,0,0
OG0003891,2831,1,1,1,2,2,1,1,2,2,2,2,2,2,4,1,3
OG0003892,2832,1,2,2,2,2,5,2,2,2,2,2,1,2,1,1,1
OG0003893,2833,3,2,2,2,4,4,1,1,1,1,6,1,1,2,1,0
OG0003894,2834,1,1,2,1,1,1,2,2,2,2,2,2,1,2,1,2
OG0003895,2835,2,2,2,1,2,2,2,2,2,2,2,3,2,1,1,3
OG0003896,2836,2,2,2,2,3,4,1,1,1,1,2,1,1,1,1,1
OG0003897,2837,1,1,1,1,1,2,1,2,1,1,3,1,1,2,6,2
OG0003898,2838,1,1,1,1,2,2,2,1,1,1,2,1,4,1,1,2
OG0003899,2839,1,1,1,1,2,4,1,1,1,1,1,2,2,2,3,3
OG0003900,2840,2,2,2,2,2,3,3,3,2,2,1,1,3,1,1,2
OG0003901,2841,2,2,2,1,3,3,2,2,2,1,2,1,1,2,0,1
OG0003902,2842,2,2,1,1,2,3,1,2,3,2,2,1,1,1,2,3
OG0003903,2843,1,1,1,1,1,2,3,4,3,3,3,0,2,3,1,1
OG0003904,2844,1,2,2,1,1,1,1,2,3,3,2,2,4,1,3,1
OG0003905,2845,1,2,1,1,2,2,2,2,2,2,2,1,4,2,1,2
OG0003906,2846,1,1,1,1,2,1,1,1,1,1,1,2,2,4,1,0
OG0003907,2847,2,4,2,2,2,3,1,2,2,1,3,2,1,2,2,0
OG0003908,2848,1,1,1,1,2,2,1,1,2,1,2,10,1,1,1,2
OG0003909,2849,1,2,2,1,2,1,2,2,1,3,1,4,2,2,1,1
OG0003910,2850,1,1,1,1,2,2,2,2,2,2,3,1,1,1,1,5
OG0003911,2851,1,1,2,1,2,2,2,2,2,3,1,2,2,2,3,4
OG0003912,2852,1,1,1,1,2,4,1,1,1,1,1,1,1,3,1,7
OG0003913,2853,1,4,3,5,4,4,3,2,1,2,1,0,1,0,0,0
OG0003914,2854,1,0,2,2,2,0,1,1,1,3,3,0,1,1,2,0
OG0003917,2855,0,1,1,1,0,0,1,2,2,1,1,3,5,5,2,0
OG0003921,2856,0,3,3,3,4,5,1,1,1,1,2,1,1,2,1,3
OG0003924,2857,0,1,1,2,3,4,1,1,1,1,2,5,1,1,2,0
OG0003942,2858,1,1,1,1,2,2,1,1,1,2,5,2,3,1,1,1
OG0003943,2859,1,3,1,3,4,3,2,2,2,3,4,0,0,0,0,0
OG0003944,2860,1,3,1,1,1,2,2,2,2,3,1,0,0,0,3,2
OG0003945,2861,1,1,1,1,1,0,1,1,1,1,1,0,2,2,3,1
OG0003947,2862,1,1,1,1,1,1,3,1,1,1,1,2,2,1,3,1
OG0003948,2863,1,1,1,1,1,2,1,1,0,1,2,3,5,3,2,0
OG0003949,2864,2,2,2,2,2,2,2,2,2,2,3,2,1,1,2,1
OG0003950,2865,2,2,3,1,3,5,1,2,1,2,1,1,4,1,0,2
OG0003951,2866,3,2,1,2,2,3,1,1,1,0,3,1,3,1,2,2
OG0003952,2867,2,2,3,2,2,3,1,1,1,1,2,1,1,1,1,3
OG0003953,2868,3,2,2,2,4,2,1,1,1,1,3,1,1,2,4,0
OG0003955,2869,2,2,2,2,2,3,2,2,2,2,3,2,1,1,1,2
OG0003957,2870,1,2,2,1,1,4,2,2,2,2,2,2,1,2,2,3
OG0003958,2871,2,3,1,2,2,2,2,1,2,1,1,3,1,2,1,1
OG0003959,2872,1,2,2,2,2,1,2,3,3,3,2,2,2,2,1,1
OG0003960,2873,2,2,2,2,2,3,2,2,2,3,2,1,2,2,1,0
OG0003961,2874,3,2,2,1,3,3,1,1,2,2,3,1,1,1,1,0
OG0003962,2875,3,2,2,2,3,4,1,1,1,1,1,1,0,1,1,1
OG0003963,2876,3,2,2,2,3,3,1,1,1,1,2,2,2,2,1,2
OG0003964,2877,1,2,2,2,2,4,1,1,2,3,2,2,1,2,1,2
OG0003965,2878,3,2,1,2,2,5,2,2,2,2,1,0,1,1,1,1
OG0003966,2879,3,2,1,2,3,2,3,3,3,3,3,0,1,1,1,0
OG0003967,2880,2,2,2,2,3,4,2,2,2,2,3,1,0,1,1,0
OG0003968,2881,2,2,1,2,2,3,2,3,2,2,1,1,1,2,2,3
OG0003969,2882,2,2,1,2,3,4,2,2,2,2,4,1,1,1,1,1
OG0003970,2883,3,2,2,2,2,2,3,2,3,2,3,1,1,1,1,1
OG0003971,2884,2,2,2,2,3,4,2,1,1,1,4,1,1,1,2,1
OG0003972,2885,1,1,1,1,1,1,1,1,1,1,3,9,1,1,0,1
OG0003973,2886,2,2,2,2,3,3,2,2,1,1,2,2,2,2,2,1
OG0003974,2887,2,2,2,2,2,2,2,2,2,2,1,1,0,2,1,1
OG0003975,2888,1,0,0,2,0,1,1,1,0,1,1,2,6,1,2,1
OG0003976,2889,1,2,2,2,1,2,1,1,2,5,2,4,2,1,2,0
OG0003977,2890,1,1,1,1,2,1,1,1,1,1,2,6,5,2,4,0
OG0003978,2891,4,2,2,2,3,3,2,3,3,3,4,0,0,0,0,0
OG0003979,2892,2,1,2,1,2,2,1,2,1,2,2,2,2,2,1,4
OG0003980,2893,2,2,2,2,3,4,1,1,2,1,1,1,1,3,0,3
OG0003981,2894,2,2,1,1,2,3,1,3,1,1,1,1,3,2,2,1
OG0003982,2895,1,1,2,1,1,1,1,1,1,1,2,1,9,1,1,1
OG0003983,2896,2,1,1,1,1,3,2,2,2,3,4,1,1,1,1,3
OG0003984,2897,1,1,1,1,1,4,2,2,2,3,3,3,3,1,1,1
OG0003985,2898,2,2,2,2,2,3,2,2,2,2,2,1,1,1,1,2
OG0003986,2899,2,2,2,2,2,1,2,2,2,2,3,2,3,1,1,2
OG0003987,2900,2,1,2,1,1,1,1,1,1,1,1,1,1,2,5,1
OG0003988,2901,3,1,1,1,1,1,2,2,2,3,3,2,2,2,2,2
OG0003989,2902,1,1,1,1,1,3,3,2,3,1,1,2,3,2,2,1
OG0003990,2903,1,1,2,1,1,1,1,1,1,1,1,3,1,3,1,1
OG0003991,2904,2,2,1,2,2,2,1,1,1,1,2,6,2,1,0,0
OG0003992,2905,1,3,1,3,2,3,1,2,1,1,1,3,1,3,3,0
OG0003993,2906,1,1,1,1,2,3,2,2,2,2,1,1,1,2,1,2
OG0003994,2907,3,1,1,1,1,1,2,2,4,2,1,1,1,1,1,2
OG0003995,2908,2,2,0,1,1,2,1,1,2,2,2,1,1,2,2,3
OG0003996,2909,4,2,2,2,2,3,1,2,1,1,3,1,1,1,1,4
OG0003997,2910,1,1,1,1,1,2,3,1,1,1,3,1,2,4,2,1
OG0003999,2911,2,1,1,1,2,2,2,2,2,2,2,2,1,4,1,1
OG0004000,2912,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2
OG0004001,2913,1,1,1,1,2,2,1,2,2,2,1,0,10,1,1,1
OG0004002,2914,2,2,2,2,2,3,1,2,2,2,6,1,1,1,1,1
OG0004003,2915,1,2,2,1,2,3,2,1,2,1,2,1,0,1,3,2
OG0004004,2916,2,2,1,1,2,3,3,3,3,1,4,1,0,2,1,1
OG0004005,2917,2,1,2,1,2,3,2,2,2,2,4,1,2,2,1,2
OG0004006,2918,2,2,2,1,2,3,2,2,2,2,1,2,2,3,0,1
OG0004007,2919,1,1,1,1,2,2,2,2,2,2,4,2,1,1,2,2
OG0004008,2920,1,1,1,1,2,2,2,3,2,3,2,3,2,4,1,1
OG0004009,2921,2,2,2,2,2,2,1,1,1,1,3,2,1,2,2,2
OG0004010,2922,2,2,2,2,1,2,4,2,2,1,1,5,1,1,0,0
OG0004011,2923,2,1,1,1,1,2,2,2,2,2,4,1,0,4,1,3
OG0004012,2924,3,2,2,2,4,3,1,2,2,1,3,0,1,1,1,1
OG0004013,2925,3,1,1,1,1,2,3,3,3,2,7,0,0,2,0,0
OG0004014,2926,1,1,1,1,2,2,1,1,1,1,2,2,0,2,1,3
OG0004015,2927,2,1,2,1,1,1,1,1,1,1,2,2,3,3,4,2
OG0004016,2928,2,1,1,1,1,2,3,2,3,3,2,1,1,2,1,4
OG0004017,2929,3,1,2,3,3,2,1,2,2,2,2,0,0,1,0,1
OG0004018,2930,2,1,2,1,1,2,1,1,1,1,1,2,2,3,2,1
OG0004019,2931,3,2,2,2,3,4,2,2,2,2,4,1,1,1,0,0
OG0004020,2932,5,1,1,1,2,2,2,3,2,2,4,0,1,2,1,0
OG0004021,2933,2,2,2,1,2,2,2,2,2,2,2,1,1,3,2,1
OG0004022,2934,3,2,2,2,2,4,1,2,2,2,2,1,1,1,1,2
OG0004023,2935,1,2,1,1,1,2,1,1,2,1,1,7,2,1,3,1
OG0004024,2936,1,1,1,1,2,2,1,1,1,1,1,2,2,3,4,0
OG0004025,2937,1,2,2,2,3,4,1,1,1,1,4,3,1,1,1,2
OG0004026,2938,2,1,1,3,3,3,1,0,0,0,2,4,2,2,3,1
OG0004027,2939,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1
OG0004028,2940,2,1,2,2,3,1,1,1,5,2,1,2,3,2,0,2
OG0004029,2941,2,1,1,1,2,2,1,1,1,1,1,10,5,1,1,0
OG0004030,2942,1,1,1,1,2,2,1,1,1,1,1,2,1,2,2,1
OG0004031,2943,1,1,1,1,2,2,1,1,1,1,2,4,3,1,2,2
OG0004032,2944,2,1,1,1,2,2,1,1,1,1,2,2,6,4,2,1
OG0004033,2945,3,2,2,2,4,4,2,2,3,3,1,0,0,2,0,1
OG0004034,2946,3,3,2,2,3,3,2,2,2,2,2,1,1,1,1,1
OG0004035,2947,1,1,1,1,2,5,3,3,2,2,1,2,1,1,1,4
OG0004036,2948,1,1,1,1,2,1,1,1,1,1,1,2,3,3,4,1
OG0004037,2949,3,1,1,1,2,2,1,1,2,2,5,3,2,2,2,0
OG0004038,2950,2,2,2,2,3,4,1,1,1,1,4,2,2,2,2,0
OG0004039,2951,2,2,2,2,2,3,0,2,2,2,2,2,2,2,2,2
OG0004040,2952,1,1,1,1,1,1,1,1,1,1,1,1,3,2,6,1
OG0004041,2953,2,1,1,1,1,2,1,1,1,1,2,0,1,1,2,3
OG0004042,2954,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1
OG0004043,2955,2,2,2,4,4,4,2,2,2,2,2,0,0,1,0,2
OG0004044,2956,1,1,1,1,1,3,1,1,2,1,2,5,2,1,6,0
OG0004045,2957,3,2,1,2,3,2,2,3,2,2,2,1,1,1,1,1
OG0004046,2958,1,1,1,1,3,1,3,2,2,2,6,2,1,2,1,2
OG0004047,2959,2,2,2,2,3,4,1,1,1,1,4,1,1,1,2,0
OG0004048,2960,2,2,1,2,4,3,1,1,1,1,2,1,4,1,1,2
OG0004049,2961,1,1,1,1,1,1,1,1,2,2,1,0,7,1,1,1
OG0004050,2962,1,1,2,2,2,3,1,2,1,1,4,4,2,1,0,4
OG0004051,2963,2,1,1,1,1,2,2,2,1,2,3,1,3,2,3,2
OG0004052,2964,2,1,1,1,1,2,1,1,1,1,3,4,4,2,2,3
OG0004053,2965,1,1,2,1,1,4,2,2,2,2,3,1,1,1,1,1
OG0004054,2966,1,1,2,1,2,1,1,1,1,2,1,0,1,1,9,1
OG0004055,2967,2,3,3,3,2,3,1,1,1,1,4,1,1,2,1,1
OG0004056,2968,2,1,1,1,2,3,2,2,2,2,2,3,1,4,1,1
OG0004057,2969,1,1,1,1,2,2,2,1,2,2,4,4,1,4,2,0
OG0004058,2970,1,1,2,2,1,3,1,1,1,1,1,1,1,6,1,2
OG0004059,2971,1,1,1,1,1,2,1,1,4,2,1,0,1,3,1,3
OG0004060,2972,3,2,2,2,2,2,2,2,1,1,1,0,2,4,1,1
OG0004061,2973,1,1,1,1,2,3,1,2,2,2,4,3,1,1,1,1
OG0004062,2974,2,1,1,1,1,1,1,1,1,1,1,2,6,1,2,1
OG0004063,2975,1,1,2,1,2,1,2,2,3,2,2,2,2,1,2,3
OG0004064,2976,2,2,1,2,2,2,1,2,1,2,1,1,3,4,2,0
OG0004065,2977,1,2,2,2,2,3,1,1,1,1,2,1,0,3,1,3
OG0004066,2978,1,1,1,1,2,1,1,1,1,1,1,2,1,5,2,3
OG0004067,2979,1,1,1,1,2,2,4,3,2,2,3,1,1,2,1,2
OG0004068,2980,1,1,1,1,1,1,1,1,1,1,2,4,4,3,1,2
OG0004069,2981,1,2,3,3,2,2,2,3,2,2,1,1,1,1,2,3
OG0004070,2982,2,1,1,1,2,2,1,2,1,1,1,1,3,2,2,2
OG0004071,2983,1,2,2,1,1,2,1,1,2,1,2,1,1,2,4,2
OG0004072,2984,1,1,2,1,1,2,2,2,1,1,2,2,5,2,2,2
OG0004073,2985,1,1,2,1,2,2,1,3,1,0,2,2,2,5,2,1
OG0004074,2986,2,2,2,2,4,3,2,2,1,2,1,1,1,1,1,2
OG0004075,2987,1,1,1,1,2,2,2,2,2,2,2,5,2,2,2,1
OG0004076,2988,2,1,3,1,1,2,2,2,3,2,2,3,0,2,1,2
OG0004077,2989,2,3,2,2,2,2,2,2,2,2,1,2,2,3,2,0
OG0004078,2990,2,1,2,1,2,2,1,2,1,1,3,3,3,1,3,2
OG0004079,2991,1,1,1,1,2,2,1,1,1,1,2,4,0,1,4,1
OG0004080,2992,1,2,2,2,3,2,2,2,3,2,2,1,2,2,1,2
OG0004081,2993,1,1,1,1,3,3,3,3,4,3,6,0,1,0,0,0
OG0004082,2994,2,1,2,1,2,2,2,2,2,2,4,1,1,1,1,1
OG0004083,2995,1,1,2,1,3,3,2,2,2,2,1,1,2,2,0,3
OG0004084,2996,1,1,1,1,1,1,1,1,1,1,2,1,3,3,3,2
OG0004085,2997,1,1,2,1,1,1,2,2,2,3,1,0,1,4,1,2
OG0004086,2998,1,2,1,1,1,3,2,2,2,3,3,2,2,3,1,2
OG0004087,2999,1,1,1,1,2,1,0,1,1,1,3,1,0,3,3,2
OG0004088,3000,1,1,1,1,2,2,1,1,1,1,3,3,7,3,2,0
OG0004089,3001,1,1,1,1,1,2,1,1,1,1,2,4,0,4,1,2
OG0004090,3002,1,1,1,1,1,1,1,1,1,1,2,0,1,1,4,1
OG0004091,3003,1,2,2,2,2,2,5,2,7,2,2,0,0,0,0,0
OG0004092,3004,1,2,2,2,3,4,3,3,2,2,3,0,0,0,0,0
OG0004093,3005,1,1,1,1,2,2,1,1,1,1,1,6,1,3,1,1
OG0004094,3006,1,1,1,1,1,3,2,1,2,1,2,3,4,2,2,1
OG0004095,3007,1,1,2,1,3,1,1,1,1,2,1,2,1,2,1,1
OG0004096,3008,0,1,1,1,1,2,2,3,5,6,3,1,1,2,1,0
OG0004097,3009,0,3,2,0,1,4,2,4,3,3,5,1,0,2,0,0
OG0004101,3010,0,0,1,0,1,1,1,1,0,1,1,8,6,2,1,0
OG0004104,3011,0,1,1,1,2,1,1,1,1,1,1,1,1,1,6,1
OG0004107,3012,0,2,2,2,1,3,0,0,0,0,2,1,3,2,1,0
OG0004122,3013,4,0,0,4,2,2,1,2,1,3,2,0,2,1,0,1
OG0004124,3014,1,1,0,1,0,3,5,3,3,1,0,1,8,0,0,0
OG0004125,3015,2,2,2,1,2,2,2,2,2,3,2,2,2,3,1,0
OG0004126,3016,1,2,2,1,1,3,1,1,1,1,2,0,1,1,1,9
OG0004127,3017,1,1,1,1,1,2,1,1,2,2,2,3,3,3,5,1
OG0004128,3018,4,1,1,1,2,2,2,2,2,2,3,1,1,2,1,2
OG0004129,3019,1,1,1,1,2,2,2,2,1,2,1,1,1,1,5,2
OG0004130,3020,1,1,2,1,3,3,3,3,3,3,3,1,0,1,1,0
OG0004131,3021,1,1,1,2,2,2,2,2,2,2,2,1,5,1,1,1
OG0004132,3022,2,2,1,1,2,2,2,2,2,2,3,1,1,1,1,5
OG0004133,3023,2,2,3,1,1,4,1,2,2,2,2,0,1,1,1,2
OG0004134,3024,2,1,2,1,2,2,2,2,2,2,2,4,2,1,1,1
OG0004136,3025,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,2
OG0004137,3026,2,1,2,1,3,2,1,1,1,2,5,1,1,5,1,0
OG0004138,3027,2,1,1,1,2,2,3,3,3,3,3,0,0,2,1,2
OG0004139,3028,3,2,3,3,2,1,3,2,2,2,2,1,1,1,1,1
OG0004140,3029,1,2,2,2,4,3,2,2,2,1,2,1,1,1,1,3
OG0004141,3030,2,1,3,2,1,4,2,2,2,2,2,1,0,3,0,1
OG0004142,3031,1,1,4,1,2,4,2,3,2,2,2,1,1,1,2,1
OG0004143,3032,2,1,1,1,2,2,2,2,2,3,2,2,1,2,2,2
OG0004144,3033,3,2,1,2,4,4,3,1,1,1,1,2,1,2,0,0
OG0004145,3034,2,2,1,1,2,1,1,1,1,1,3,2,3,1,1,3
OG0004146,3035,1,1,1,1,2,1,1,1,1,0,4,2,2,4,1,2
OG0004147,3036,2,2,1,2,3,4,1,1,1,1,2,6,1,1,1,0
OG0004148,3037,1,1,1,1,1,2,1,1,1,1,1,7,6,1,1,1
OG0004149,3038,1,1,1,1,1,1,1,1,1,1,1,3,0,3,1,1
OG0004150,3039,2,1,2,1,1,1,2,1,2,1,2,1,1,2,1,3
OG0004151,3040,1,1,1,1,1,2,1,2,1,1,1,1,1,3,1,1
OG0004152,3041,2,2,2,2,3,3,2,2,2,2,2,1,0,2,1,2
OG0004153,3042,2,2,2,2,2,3,1,1,1,1,3,1,1,2,1,2
OG0004154,3043,1,3,1,2,3,2,2,2,2,2,2,1,1,1,1,4
OG0004155,3044,2,1,1,1,2,2,3,3,3,3,2,2,1,2,0,2
OG0004156,3045,1,1,1,1,2,2,1,1,1,1,2,1,2,2,1,7
OG0004157,3046,2,2,2,2,2,2,2,1,2,2,2,3,2,3,0,0
OG0004158,3047,1,1,1,2,3,3,1,1,2,2,1,3,3,2,0,4
OG0004159,3048,1,1,1,1,2,1,1,1,1,1,1,2,4,1,1,2
OG0004160,3049,2,1,1,1,0,3,3,1,4,3,4,1,2,1,0,2
OG0004161,3050,4,2,2,2,4,4,1,1,1,1,2,3,1,2,0,0
OG0004162,3051,1,1,1,1,1,1,1,1,1,1,1,2,10,1,1,3
OG0004163,3052,2,2,2,2,4,4,2,2,2,2,3,1,0,1,0,1
OG0004164,3053,2,2,1,2,2,4,2,2,2,1,2,1,1,1,2,3
OG0004165,3054,2,2,2,2,2,4,2,2,2,2,1,1,0,1,1,4
OG0004166,3055,3,1,1,2,2,2,2,1,1,2,2,1,1,2,1,1
OG0004167,3056,1,1,1,1,2,2,1,1,1,1,2,2,1,3,2,5
OG0004168,3057,9,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
OG0004169,3058,2,1,1,1,1,1,1,1,1,2,2,0,5,5,2,1
OG0004170,3059,2,2,2,2,3,5,2,2,2,2,3,0,0,0,0,0
OG0004171,3060,1,1,1,1,1,1,1,1,1,1,2,1,0,3,1,2
OG0004172,3061,1,1,1,1,2,1,1,1,2,1,2,3,1,6,1,3
OG0004173,3062,1,1,1,1,1,1,0,1,1,2,1,2,1,1,2,3
OG0004174,3063,3,2,2,2,2,3,1,1,1,1,2,1,1,1,2,2
OG0004175,3064,2,2,1,1,2,2,2,2,2,2,2,4,0,3,1,2
OG0004176,3065,2,2,2,2,4,3,3,3,3,3,3,0,0,0,0,0
OG0004177,3066,1,2,2,2,3,3,1,1,2,2,3,2,1,1,2,1
OG0004178,3067,2,1,1,1,1,2,2,2,2,2,1,1,1,2,1,4
OG0004179,3068,1,2,2,2,4,3,3,3,3,3,4,0,0,0,0,0
OG0004180,3069,2,1,1,1,1,2,3,3,2,3,3,1,1,2,1,2
OG0004181,3070,1,3,1,2,2,3,1,1,1,1,1,1,1,2,1,4
OG0004182,3071,3,2,2,1,3,4,2,2,2,2,1,1,1,1,1,1
OG0004183,3072,3,2,1,2,2,2,1,1,1,1,1,1,6,1,2,1
OG0004184,3073,2,2,2,2,2,2,2,2,3,2,2,1,1,2,1,2
OG0004185,3074,1,2,1,2,2,2,1,1,2,1,2,3,1,1,3,1
OG0004186,3075,1,1,1,1,1,2,2,0,1,1,1,5,4,3,5,0
OG0004187,3076,2,2,2,1,1,3,2,1,1,2,3,0,3,1,1,2
OG0004188,3077,1,1,2,1,1,2,1,2,2,1,1,2,2,5,2,1
OG0004189,3078,2,1,1,1,2,1,1,1,3,1,4,2,1,3,0,3
OG0004190,3079,2,1,1,1,2,2,1,2,2,2,1,2,3,2,2,1
OG0004191,3080,2,1,1,1,2,2,2,2,2,2,3,1,1,5,1,1
OG0004192,3081,2,1,2,2,2,2,1,1,1,2,1,1,1,4,1,2
OG0004193,3082,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1
OG0004194,3083,1,2,2,2,2,4,2,2,2,2,2,1,2,1,1,2
OG0004195,3084,1,1,1,1,2,2,2,1,1,1,2,3,0,2,1,2
OG0004196,3085,1,1,1,1,1,1,1,1,2,1,1,4,4,1,0,1
OG0004197,3086,2,2,1,1,2,2,5,3,4,3,2,0,0,0,0,0
OG0004198,3087,1,1,1,1,1,1,2,2,1,4,1,0,3,1,1,1
OG0004199,3088,1,2,2,2,1,4,2,2,2,2,2,1,1,1,1,3
OG0004200,3089,2,1,1,1,2,2,1,1,1,1,4,1,1,1,8,2
OG0004201,3090,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1
OG0004202,3091,2,2,2,1,2,3,1,2,2,1,2,2,2,1,2,2
OG0004203,3092,1,1,2,2,3,2,2,1,2,2,2,2,2,2,2,2
OG0004204,3093,2,1,2,1,2,3,1,2,2,1,3,1,3,2,1,2
OG0004205,3094,2,2,2,2,3,3,3,3,3,3,4,0,0,0,0,0
OG0004206,3095,2,1,1,1,2,2,1,1,1,1,3,1,1,1,1,3
OG0004207,3096,1,1,1,1,2,2,2,2,2,2,4,2,1,1,1,2
OG0004208,3097,1,1,1,1,2,2,3,3,4,3,4,1,1,1,2,0
OG0004209,3098,1,2,4,1,2,2,2,3,3,2,2,0,1,3,0,2
OG0004210,3099,2,1,2,1,2,2,2,2,2,2,1,1,1,2,1,2
OG0004211,3100,3,1,1,1,1,3,1,1,2,2,1,3,2,3,0,1
OG0004212,3101,2,1,1,2,3,2,3,1,2,3,4,0,1,1,1,2
OG0004214,3102,2,2,1,1,3,4,2,2,2,2,2,1,0,2,2,2
OG0004215,3103,2,2,2,2,3,4,2,2,2,2,3,0,0,1,1,2
OG0004216,3104,4,3,2,4,4,4,1,1,1,1,3,0,0,0,1,0
OG0004217,3105,2,1,1,1,1,2,1,2,2,1,3,1,1,2,1,3
OG0004218,3106,3,1,1,1,2,2,4,2,3,3,2,1,1,1,1,2
OG0004219,3107,1,1,1,1,2,2,2,2,2,2,1,1,6,1,1,1
OG0004220,3108,2,1,1,1,2,2,1,1,1,1,2,5,3,1,1,3
OG0004221,3109,1,2,2,2,3,3,2,1,5,3,2,0,0,0,0,0
OG0004222,3110,1,1,1,1,3,1,1,1,2,1,4,1,1,4,1,2
