DESCRIPTION,FAMILY_ID,Arabidopsis,Cacao,Peach,Castor bean,Cassava,Poplar,Rice,Brachypodium,Sorghum,Setaria,Banana,Loblolly pine,Sugar pine,Norway spruce,Douglas-fir,Moss
OG0008237,6580,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
OG0008238,6581,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,0
OG0008239,6582,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,4
OG0008240,6583,1,1,1,1,1,1,2,2,2,1,1,1,0,1,1,1
OG0008241,6584,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,2
OG0008242,6585,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2
OG0008243,6586,1,2,1,1,1,1,1,1,2,2,1,1,1,1,0,0
OG0008244,6587,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
OG0008245,6588,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2
OG0008246,6589,1,1,2,1,1,1,1,2,1,1,1,0,1,1,1,1
OG0008247,6590,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
OG0008248,6591,1,1,1,1,1,1,2,1,1,4,1,1,0,1,1,0
OG0008249,6592,1,1,1,1,1,1,1,1,1,2,1,0,1,2,1,1
OG0008250,6593,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2
OG0008251,6594,1,2,2,1,1,1,1,1,1,1,2,2,0,1,0,1
OG0008252,6595,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1
OG0008253,6596,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1
OG0008254,6597,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1
OG0008255,6598,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0
OG0008256,6599,1,1,1,1,1,1,0,1,1,1,1,3,1,2,0,2
OG0008258,6600,2,1,2,1,1,1,1,1,1,1,1,0,1,1,0,1
OG0008259,6601,1,1,1,1,1,2,1,1,1,1,2,0,0,1,1,1
OG0008260,6602,1,1,2,1,2,1,1,1,1,1,1,1,0,1,2,1
OG0008261,6603,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
OG0008262,6604,1,1,1,1,1,1,1,0,0,1,1,0,1,3,1,1
OG0008263,6605,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
OG0008264,6606,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OG0008265,6607,1,1,1,1,2,2,1,1,1,1,0,4,0,1,0,1
OG0008266,6608,1,1,0,1,1,1,1,1,1,1,2,1,2,1,0,2
OG0008267,6609,1,1,1,1,1,2,1,1,1,1,1,2,1,2,0,1
OG0008268,6610,1,1,1,1,2,2,1,1,1,1,2,1,0,1,1,1
OG0008269,6611,1,1,1,1,1,1,0,0,0,0,1,0,2,1,0,1
OG0008270,6612,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OG0008271,6613,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1
OG0008272,6614,2,2,1,3,3,2,1,2,1,1,0,0,0,0,0,0
OG0008273,6615,1,1,1,1,1,1,1,1,1,1,1,0,3,1,2,1
OG0008274,6616,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0
OG0008275,6617,1,1,1,1,1,2,1,1,1,1,1,1,2,2,0,0
OG0008276,6618,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1
OG0008277,6619,1,1,1,1,1,2,1,1,1,1,1,1,2,2,0,1
OG0008278,6620,1,1,1,1,1,1,3,2,1,1,2,0,1,0,1,1
OG0008279,6621,1,1,2,1,2,2,1,1,1,1,2,1,1,1,0,0
OG0008280,6622,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,0
OG0008281,6623,1,1,1,1,1,2,1,1,1,1,0,1,0,1,1,4
OG0008283,6624,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1
OG0008284,6625,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
OG0008285,6626,1,1,1,1,2,1,1,1,1,2,1,1,1,1,0,1
OG0008286,6627,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
OG0008287,6628,1,1,1,1,2,1,1,2,2,2,1,0,0,0,1,2
OG0008288,6629,1,1,2,1,1,1,2,2,2,2,1,0,0,1,0,1
OG0008289,6630,1,1,1,1,2,1,1,1,1,1,1,0,1,2,1,2
OG0008290,6631,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
OG0008291,6632,1,1,1,1,1,2,0,1,1,1,1,1,0,1,1,1
OG0008292,6633,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0
OG0008293,6634,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2
OG0008294,6635,1,1,1,1,1,1,1,1,1,2,1,2,0,1,2,1
OG0008295,6636,1,1,1,1,1,3,1,1,1,0,0,1,1,1,1,3
OG0008296,6637,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1
OG0008297,6638,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,2
OG0008298,6639,1,1,1,2,1,1,1,1,1,1,1,1,2,2,0,1
OG0008299,6640,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,0
OG0008300,6641,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
OG0008301,6642,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
OG0008302,6643,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OG0008303,6644,1,1,1,1,2,2,1,1,1,1,1,1,0,2,1,1
OG0008304,6645,1,1,1,1,1,3,1,1,1,1,1,1,0,1,1,1
OG0008305,6646,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2
OG0008306,6647,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
OG0008307,6648,1,1,1,1,1,2,1,2,1,1,1,1,0,1,1,2
OG0008308,6649,1,1,1,1,1,1,1,1,1,1,1,1,0,3,1,2
OG0008309,6650,1,1,1,1,1,1,1,1,1,1,1,1,0,3,1,2
OG0008310,6651,1,1,1,1,1,2,1,1,1,1,1,0,1,3,0,1
OG0008311,6652,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OG0008312,6653,1,1,1,1,1,3,1,1,1,1,1,1,0,1,1,2
OG0008313,6654,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2
OG0008314,6655,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1
OG0008315,6656,1,1,1,1,1,2,1,1,1,1,1,0,1,1,2,1
OG0008316,6657,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,0
OG0008317,6658,1,1,1,1,2,1,2,1,2,2,3,0,0,1,0,0
OG0008318,6659,1,1,1,1,2,1,1,1,1,1,1,1,1,2,0,0
OG0008319,6660,1,1,1,1,2,1,1,1,1,1,2,0,0,2,1,1
OG0008320,6661,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
OG0008321,6662,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
OG0008322,6663,2,2,1,1,2,4,2,2,1,1,0,0,0,0,0,0
OG0008323,6664,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1
OG0008324,6665,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2
OG0008325,6666,1,1,2,2,3,3,1,1,1,1,1,0,0,0,1,0
OG0008326,6667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OG0008327,6668,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OG0008328,6669,1,2,2,2,2,2,1,1,1,1,1,0,0,1,0,1
OG0008329,6670,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1
OG0008330,6671,1,1,1,0,2,2,1,1,1,0,2,2,1,2,0,1
OG0008331,6672,1,1,1,1,2,1,1,1,1,1,1,0,1,3,0,2
OG0008332,6673,1,2,2,1,3,3,1,1,1,1,1,0,0,0,0,0
OG0008333,6674,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
OG0008334,6675,1,1,1,1,2,1,1,2,1,1,1,1,0,1,0,1
OG0008335,6676,1,1,1,1,2,2,1,1,1,1,1,0,1,1,1,1
OG0008336,6677,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
OG0008337,6678,1,1,1,1,1,2,2,2,3,1,3,0,0,0,0,0
OG0008338,6679,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1
OG0008339,6680,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,2
OG0008340,6681,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2
OG0008342,6682,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1
OG0008343,6683,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1
OG0008344,6684,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
OG0008345,6685,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2
OG0008346,6686,1,1,2,1,1,1,2,1,1,1,1,2,1,1,0,1
OG0008347,6687,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1
OG0008348,6688,2,1,1,1,1,2,1,1,1,1,2,0,1,1,0,2
OG0008349,6689,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,0
OG0008350,6690,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,0
OG0008351,6691,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1
OG0008352,6692,2,1,1,1,2,2,1,1,1,1,3,0,0,1,0,1
OG0008353,6693,1,1,1,1,1,0,1,1,1,2,1,0,1,2,2,1
OG0008354,6694,1,1,1,1,1,1,1,1,1,1,2,0,0,3,0,2
OG0008355,6695,1,1,1,1,1,2,1,1,1,1,2,1,0,1,1,2
OG0008356,6696,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1
OG0008357,6697,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1
OG0008358,6698,1,1,1,2,1,1,1,1,1,1,2,1,0,1,1,0
OG0008359,6699,1,1,2,0,1,1,2,1,1,2,0,2,2,1,0,0
OG0008360,6700,1,1,1,1,1,1,1,1,1,1,2,0,1,2,0,2
OG0008361,6701,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,2
OG0008362,6702,1,1,1,1,1,2,1,1,1,1,2,1,0,2,1,1
OG0008363,6703,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
OG0008364,6704,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1
OG0008365,6705,1,1,1,1,1,2,1,1,1,1,1,1,1,2,0,1
OG0008366,6706,1,1,1,1,2,2,1,2,2,2,1,0,1,1,0,0
OG0008367,6707,1,2,2,2,3,1,1,2,1,1,1,0,0,1,0,0
OG0008368,6708,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,0
OG0008369,6709,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,2
OG0008370,6710,1,1,1,1,2,1,1,2,1,1,1,1,1,1,0,1
OG0008371,6711,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OG0008372,6712,1,0,1,0,2,3,1,1,1,1,2,1,1,1,0,2
OG0008373,6713,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
OG0008374,6714,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2
OG0008375,6715,1,1,1,1,2,1,1,1,2,1,1,0,0,2,0,1
OG0008376,6716,1,1,1,1,2,2,2,1,1,1,1,1,1,1,0,1
OG0008377,6717,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,2
OG0008378,6718,1,1,1,1,2,2,2,2,2,2,2,0,0,0,0,0
OG0008379,6719,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
OG0008380,6720,1,1,2,1,2,1,1,1,1,1,1,1,1,2,0,1
OG0008381,6721,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1
OG0008382,6722,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
OG0008383,6723,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
OG0008384,6724,1,1,1,0,1,3,0,2,2,1,1,1,1,1,0,2
OG0008385,6725,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1
OG0008386,6726,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1
OG0008387,6727,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1
OG0008388,6728,1,1,0,1,1,1,2,2,2,2,1,1,1,1,0,0
OG0008389,6729,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
OG0008390,6730,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
OG0008391,6731,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1
OG0008392,6732,1,1,1,1,2,3,1,1,1,1,1,1,0,1,1,1
OG0008393,6733,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,1
OG0008394,6734,1,1,1,1,1,1,0,0,0,0,2,1,1,3,1,2
OG0008395,6735,1,1,1,1,2,1,1,1,1,1,2,0,1,1,1,2
OG0008396,6736,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,1
OG0008397,6737,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2
OG0008398,6738,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OG0008399,6739,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1
OG0008400,6740,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1
OG0008401,6741,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OG0008402,6742,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2
OG0008403,6743,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
OG0008404,6744,1,1,1,1,1,1,1,1,1,1,1,3,1,2,0,1
OG0008405,6745,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
OG0008406,6746,1,1,2,1,1,1,1,1,1,1,1,0,1,1,0,1
OG0008407,6747,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1
OG0008408,6748,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
OG0008409,6749,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0
OG0008410,6750,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
OG0008411,6751,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1
OG0008412,6752,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
OG0008413,6753,2,1,2,1,2,1,0,0,1,1,2,1,0,1,1,1
OG0008414,6754,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1
OG0008415,6755,1,1,1,1,1,2,1,1,1,1,1,1,0,2,1,1
OG0008416,6756,2,1,1,1,2,2,1,1,1,1,1,1,0,1,1,1
OG0008417,6757,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,0
OG0008418,6758,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1
OG0008419,6759,1,1,1,1,1,1,2,2,3,2,1,0,0,1,0,0
OG0008420,6760,1,1,1,1,1,1,2,1,1,1,2,1,1,1,0,1
OG0008421,6761,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,0
OG0008422,6762,1,1,2,1,2,2,1,1,1,3,2,0,0,0,0,0
OG0008423,6763,1,1,1,1,1,1,1,1,1,0,1,2,0,2,0,0
OG0008424,6764,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0
OG0008425,6765,1,1,1,1,1,1,1,1,1,1,1,0,1,2,2,1
OG0008426,6766,2,2,2,1,2,3,1,1,1,1,1,0,0,0,0,0
OG0008427,6767,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,2
OG0008428,6768,1,1,1,1,1,1,2,2,2,2,2,0,0,1,0,1
OG0008429,6769,1,1,1,1,2,1,1,1,1,2,1,1,0,1,1,1
OG0008430,6770,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
OG0008431,6771,1,1,1,1,2,2,1,1,1,1,2,0,1,1,1,1
OG0008432,6772,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1
OG0008433,6773,1,1,1,1,2,3,0,0,0,0,1,2,2,2,1,1
OG0008434,6774,1,1,1,1,1,2,1,1,1,1,2,1,0,2,0,1
OG0008435,6775,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1
OG0008436,6776,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1
OG0008437,6777,2,1,1,1,1,1,1,1,1,1,1,2,0,2,1,1
OG0008438,6778,1,1,1,1,2,2,1,1,1,0,2,1,1,1,1,1
OG0008439,6779,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2
OG0008440,6780,1,1,1,1,1,1,1,1,1,1,1,1,0,3,1,0
OG0008441,6781,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
OG0008442,6782,3,1,1,1,1,1,1,1,1,1,0,0,2,1,2,1
OG0008443,6783,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2
OG0008444,6784,1,1,1,1,1,2,1,1,1,1,2,0,1,1,1,1
OG0008445,6785,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1
OG0008446,6786,1,1,1,1,1,1,1,2,1,1,1,2,1,1,0,1
OG0008447,6787,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
OG0008448,6788,1,1,1,1,1,1,1,1,1,1,1,2,2,2,0,1
OG0008449,6789,1,1,1,1,1,1,1,1,1,0,2,1,0,1,1,3
OG0008450,6790,1,1,1,1,1,1,1,1,1,1,1,0,1,2,2,1
OG0008451,6791,1,1,1,1,1,2,1,1,1,1,1,2,0,2,1,1
OG0008452,6792,1,1,1,1,2,1,1,1,1,1,1,0,1,1,2,1
OG0008453,6793,1,1,1,0,1,1,1,1,1,1,1,0,0,3,1,1
OG0008454,6794,1,1,1,1,2,2,1,1,1,1,2,1,0,1,1,1
OG0008455,6795,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2
OG0008456,6796,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1
OG0008457,6797,2,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1
OG0008458,6798,1,1,1,1,2,1,1,1,1,1,1,0,1,2,1,1
OG0008459,6799,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
OG0008460,6800,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2
OG0008461,6801,1,1,1,1,1,2,1,1,1,1,1,1,0,2,1,1
OG0008462,6802,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1
OG0008463,6803,1,1,1,1,2,3,2,2,2,2,1,0,0,0,0,0
OG0008464,6804,1,1,1,1,1,2,2,2,2,1,1,1,1,0,0,1
OG0008465,6805,1,0,1,1,1,3,2,1,1,2,1,1,1,1,0,1
OG0008466,6806,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
OG0008467,6807,1,1,1,1,2,2,1,1,1,1,1,1,1,1,0,2
OG0008469,6808,1,1,1,1,2,1,0,1,1,1,2,1,1,1,1,1
OG0008470,6809,1,1,1,1,1,2,1,2,1,2,1,0,1,1,1,1
OG0008471,6810,1,1,1,1,2,1,1,1,2,2,3,0,0,2,0,0
OG0008472,6811,1,1,1,2,1,1,1,1,1,1,1,0,1,2,1,1
OG0008473,6812,1,1,1,2,1,2,1,2,1,1,1,1,0,1,1,1
OG0008474,6813,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2
OG0008475,6814,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OG0008476,6815,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1
OG0008477,6816,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1
OG0008478,6817,1,1,1,1,1,2,1,1,1,1,1,1,1,2,0,1
OG0008479,6818,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1
OG0008480,6819,1,1,1,1,1,1,1,1,1,0,1,3,2,1,1,1
OG0008481,6820,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
OG0008482,6821,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
OG0008483,6822,1,1,1,1,1,2,2,2,2,1,1,0,0,1,0,1
OG0008484,6823,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
OG0008485,6824,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2
OG0008486,6825,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1
OG0008487,6826,1,1,1,1,2,2,1,1,1,1,0,1,1,1,1,2
OG0008488,6827,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,3
OG0008489,6828,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1
OG0008490,6829,1,1,1,1,2,2,2,2,2,2,2,0,0,0,0,0
OG0008491,6830,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1
OG0008492,6831,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
OG0008493,6832,1,1,3,1,1,1,1,1,1,1,1,0,0,2,0,1
OG0008494,6833,1,1,1,1,2,2,1,1,1,1,2,0,0,1,1,2
OG0008495,6834,1,1,1,1,1,2,1,1,2,2,1,0,1,1,1,1
OG0008496,6835,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
OG0008497,6836,1,1,1,0,1,2,1,1,1,1,1,2,2,0,2,1
OG0008498,6837,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1
OG0008499,6838,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1
OG0008500,6839,1,1,1,1,1,2,1,1,1,1,1,0,0,2,1,1
OG0008501,6840,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2
OG0008502,6841,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1
OG0008503,6842,1,1,1,2,1,1,1,2,1,1,2,1,1,1,0,1
OG0008504,6843,1,1,2,1,2,1,2,2,2,2,1,0,0,0,0,0
OG0008505,6844,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2
OG0008506,6845,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,2
OG0008507,6846,1,2,1,2,2,3,1,1,1,2,2,0,0,0,0,0
OG0008508,6847,0,1,1,1,1,2,0,1,0,1,1,2,2,2,1,0
OG0008513,6848,0,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1
OG0008514,6849,0,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2
OG0008515,6850,0,1,1,1,1,2,1,1,1,1,1,5,0,1,0,0
OG0008519,6851,0,2,1,1,2,3,1,2,1,1,1,0,0,0,0,3
OG0008520,6852,0,0,1,0,1,0,1,1,1,1,1,3,2,2,2,0
OG0008522,6853,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
OG0008523,6854,0,0,0,1,2,1,1,1,1,1,1,1,1,1,2,1
OG0008525,6855,0,2,1,2,3,1,1,1,0,1,2,0,1,1,1,0
OG0008528,6856,0,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0
OG0008529,6857,0,1,2,1,2,1,1,1,1,1,0,0,0,3,1,1
OG0008530,6858,0,2,2,2,2,3,1,1,1,1,1,0,0,0,0,0
OG0008531,6859,0,1,1,2,1,1,1,1,2,1,1,0,1,1,1,2
OG0008532,6860,0,2,2,2,3,3,1,1,1,1,1,0,0,0,0,0
OG0008534,6861,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,2
OG0008541,6862,0,1,1,1,1,3,0,0,0,0,1,3,3,2,2,0
OG0008546,6863,0,1,1,1,1,1,0,0,0,0,1,1,1,5,1,0
OG0008551,6864,0,0,0,1,1,2,1,0,2,1,1,0,3,1,2,0
OG0008604,6865,1,1,1,1,1,1,1,1,1,1,2,1,1,2,0,1
OG0008605,6866,2,1,1,1,2,2,1,1,1,1,0,1,0,3,0,0
OG0008606,6867,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
OG0008607,6868,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OG0008608,6869,1,1,1,1,1,2,0,0,0,0,2,3,1,1,1,0
OG0008609,6870,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1
OG0008610,6871,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
OG0008611,6872,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
OG0008612,6873,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1
OG0008613,6874,3,1,1,1,2,2,1,1,1,1,1,0,0,0,0,2
OG0008614,6875,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
OG0008616,6876,1,1,1,1,1,2,1,1,1,1,1,1,1,2,0,1
OG0008617,6877,1,1,1,1,2,2,1,1,1,1,2,0,0,1,1,1
OG0008618,6878,1,1,1,1,2,1,1,1,1,1,1,0,0,3,0,1
OG0008619,6879,1,1,1,1,2,1,1,1,1,1,1,2,0,2,0,1
OG0008620,6880,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,2
OG0008621,6881,1,2,1,1,2,1,1,2,2,2,1,0,0,0,0,0
OG0008622,6882,1,1,2,1,2,1,1,1,1,2,1,0,0,1,1,1
OG0008623,6883,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,2
OG0008624,6884,1,1,1,1,1,1,1,1,1,1,1,0,1,2,0,2
OG0008625,6885,1,1,1,1,3,1,1,1,2,1,2,0,0,1,0,1
OG0008627,6886,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,2
OG0008628,6887,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
OG0008629,6888,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,0
OG0008630,6889,1,1,1,1,1,2,1,1,1,2,2,0,1,1,1,0
OG0008631,6890,1,1,1,1,1,2,1,1,1,1,1,0,2,1,1,1
OG0008632,6891,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,2
OG0008633,6892,2,1,2,1,1,1,1,1,1,1,1,1,0,1,0,1
OG0008634,6893,1,1,1,1,1,3,1,1,1,1,0,1,0,1,1,1
OG0008635,6894,1,1,1,1,1,1,1,1,1,1,1,0,1,2,0,2
OG0008636,6895,1,1,1,2,1,2,1,1,1,1,1,0,1,1,1,1
OG0008637,6896,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2
OG0008638,6897,1,1,1,1,2,2,1,1,1,1,0,0,3,1,0,1
OG0008639,6898,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,0
OG0008640,6899,2,1,1,1,1,1,2,1,1,1,1,0,1,1,0,1
OG0008641,6900,1,1,1,1,1,2,1,1,1,1,1,0,2,1,1,1
OG0008642,6901,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,2
OG0008643,6902,2,1,1,1,1,1,1,1,1,2,1,1,0,2,0,1
OG0008644,6903,2,1,1,1,1,1,1,1,2,1,1,0,0,1,0,1
OG0008645,6904,1,1,1,1,1,1,2,1,1,0,0,1,1,4,0,1
OG0008647,6905,1,1,2,1,1,1,2,1,1,0,1,1,1,1,1,1
OG0008648,6906,2,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
OG0008649,6907,4,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0
OG0008650,6908,1,1,1,1,1,2,1,1,2,1,1,1,1,1,0,1
OG0008651,6909,1,1,1,2,2,1,1,1,1,2,1,0,1,1,0,1
OG0008652,6910,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2
OG0008653,6911,2,1,1,1,1,2,1,1,1,1,1,0,0,1,1,2
OG0008654,6912,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
OG0008655,6913,1,1,1,1,1,2,1,1,1,1,1,0,1,2,1,1
OG0008656,6914,2,1,1,1,1,2,1,1,3,2,1,0,0,0,0,0
OG0008657,6915,1,1,1,1,1,2,1,1,1,1,2,1,1,1,0,1
OG0008658,6916,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,2
OG0008659,6917,1,1,3,1,1,1,0,1,1,1,1,0,1,1,1,1
